Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x459efd5f53b4bb04b278925754fd427783831bc5,web3newsletters.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x4a903f36037da9dc1e1992bc7b8d511170000b07,ensnews.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x6a08ed0c51a3114d6a5347f1d0d33b1932dc93a7,bishara.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x76a6d08b82034b397e7e09dae4377c18f132bbb8,Blockful,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0xf0dc5a2bd8745c24d998c111610c8a6d297318fb79ed00053ed2055489a2a9ef,2022-11-08,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x3a4e6ed8b0f02bfbfaa3c6506af2db939ea5798c,mhaas.eth,PG Small Grants,-1.0,-1334.22,ETH,1,Direct
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xf14f66748ff5d530c0235bf8ad017f9ae79a6b6a,gregskril.eth,PG Small Grants,-1.0,-1258.65,ETH,1,Direct
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x82d2173645fd452134807ceea12e4cc687f59009,neiman.eth,PG Small Grants,-1.0,-1258.65,ETH,1,Direct
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x1191f58f6f50cd673c78e7ca1732083a6b2beaf1,Future Diaries,PG Small Grants,-1.0,-1258.65,ETH,1,Direct
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x07590a393c67670463b80768feed264832541d51,cookbookdev.eth,PG Small Grants,-1.0,-1258.65,ETH,1,Direct
0x814febb21dd76586979f5dacdd5231cc10065c006983eed09d8547dccd870969,2022-12-05,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xa9e3da13ef5eadfc6ecb2bb6bddde95016b567db,water3.eth,PG Small Grants,-1.0,-1258.65,ETH,1,Direct
0xdf821cb80860f015bff9ef1818cbb16e93682f071254f76a173db3db133dc534,2022-12-09,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,5.0,6314.75,ETH,1,Direct
0x4b7a83083e0368c93a1eba285ea7967e48f56a2a28cc011b9e7aea9e7ee52dbc,2022-12-19,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin Multisig,Gitcoin Multisig,-50000.0,-50000.0,USDC,1,Direct
0x11bf109a0989c151aea7da5494e641ba215307e83a43480c56af785fe8b6eb5d,2022-12-19,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x1ba8603da702602a8657980e825a6daa03dee93a,Fluidkey,Scholarship,-72000.0,-72000.0,USDC,1,Direct
0xe9558ab94709edf707861bd7e55b50b73da9ee64d1ffff1cb92736f9a73d6a57,2023-02-07,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x44f00c29a0b8514d017ac20fbdb0aa5078b860ce,gashawk.eth,PG Small Grants,-1.0,-1671.61,ETH,1,Direct
0xe9558ab94709edf707861bd7e55b50b73da9ee64d1ffff1cb92736f9a73d6a57,2023-02-07,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x10666d9c6295e838d3b8b84ffcc97d62ef7e6120,zeptimus.eth,PG Small Grants,-1.0,-1671.61,ETH,1,Direct
