Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru,Quarter
0xc7ef4fbf4b8cf4ee7aa2b86e8831f32a02d1fc555a20e2ed3672d9e2b06f8ed5,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,Eco. Grants,150.0,1200.04,ENS,1,Direct,2022Q2
0xc7ef4fbf4b8cf4ee7aa2b86e8831f32a02d1fc555a20e2ed3672d9e2b06f8ed5,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,stevegachau.eth,Eco. Grants,1000.0,1000.0,USDC,1,Direct,2022Q2
0xb7777c681835fe3261648d69085ee441b5fc324a95aeebd8d72ce4a23202f8f0,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x51050ec063d393217b436747617ad1c2285aeeee,raffy.eth,Eco. Grants,1.0,1067.1,ETH,1,Direct,2022Q2
0xb7777c681835fe3261648d69085ee441b5fc324a95aeebd8d72ce4a23202f8f0,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x51050ec063d393217b436747617ad1c2285aeeee,raffy.eth,Eco. Grants,100.0,800.02,ENS,1,Direct,2022Q2
0x78473dbf2ab8912330e86353359101d41c6a58eb9cdbc51047cf13bbf9758b23,2022-05-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,bobjiang.eth,Salaries,4000.0,4000.0,USDC,1,Direct,2022Q2
0x78473dbf2ab8912330e86353359101d41c6a58eb9cdbc51047cf13bbf9758b23,2022-05-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,7000.0,7000.0,USDC,1,Direct,2022Q2
0x78473dbf2ab8912330e86353359101d41c6a58eb9cdbc51047cf13bbf9758b23,2022-05-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1213da60935679d412ef6fc512642e6f83988ec1,ginge.eth,Salaries,6500.0,6500.0,USDC,1,Direct,2022Q2
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,bobjiang.eth,Salaries,2000.0,2000.0,USDC,1,Direct,2022Q2
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0x1213da60935679d412ef6fc512642e6f83988ec1,ginge.eth,Salaries,2000.0,2000.0,USDC,1,Direct,2022Q2
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb9a0fb254aea7bcec79c7bd8052dcd902a5388ff,slobo.eth,Salaries,6000.0,6000.0,USDC,1,Direct,2022Q2
0x335170d78dd22feb2ec78e9435b792d277fff6117d3c944d87a13baa00c1f7e2,2022-05-12,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xa4c856f0f1bff3c3f48d72f08a51823465233db8,danch.eth,Translators,700.0,700.0,USDC,1,Direct,2022Q2
Interquarter,2022-06-30,Public Goods,Public Goods,Public Goods,Public Goods,Public Goods,Public Goods,48000.0,48000.0,USDC,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,100000.0,100000.0,USDC,1,Direct,2022Q2
0x0de874cc084bf1fadd61f32831993f8577dd2afc1a6c036e099e9ec390ac6c60,2022-06-21,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin Multisig,Gitcoin Multisig,42000.0,42000.0,USDC,1,Direct,2022Q2
0x734d6f836c5fc60de499bb2933b24e7e8494cbf26eb598a41ac596e2877de58a,2022-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x3e1b0f0edf6563be7be0608a797f39e727483412,sumedha.eth,Salaries,5000.0,5000.0,USDC,1,Direct,2022Q2
0x24b7223f38c76b0725893dddaf6d358ddd611ba57c77043cedaaaf9141418b00,2022-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x0457d3ef89435f23d781f97495d1e3e6c93813db,NounsPropHouse,PG Grants,5000.0,5000.0,USDC,1,Direct,2022Q2
Interquarter,2022-06-30,Metagov,Metagov,Metagov,Metagov,Metagov,Metagov,2700.0,48512.2,ENS,1,Direct,2022Q2
Interquarter,2022-06-30,Metagov,Metagov,Metagov,Metagov,Metagov,Metagov,33000.0,33000.0,USDC,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,50000.0,50000.0,USDC,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,2700.0,48512.2,ENS,1,Direct,2022Q2
0x2128fd8837c496d69a6d8b7a79ae321d90426226774f979f59c011419fa2bfe0,2022-06-08,0x91c32893216de3ea0a55abb9851f581d4503d39b,Metagov,Metagov,0x7e90e03654732abedf89faf87f05bcd03aceefdc,Tally,DAO Tooling,17000.0,17000.0,USDC,1,Direct,2022Q2
Interquarter,2022-06-30,Community WG,Community WG,Community WG,Dissolution,Dissolution,Dissolution,1.0,1.0,ENS,1,Direct,2022Q2
Interquarter,2022-06-30,Community WG,Community WG,Community WG,Dissolution,Dissolution,Dissolution,1.0,1.0,ETH,1,Direct,2022Q2
Interquarter,2022-06-30,Community WG,Community WG,Community WG,Dissolution,Dissolution,Dissolution,1.0,1.0,USDC,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,1.0,3282.78,ETH,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,650.0,11678.86,ENS,1,Direct,2022Q2
0x3447f674b598cf8acf994937f028444487850713879618e4d5694f075b4648af,2022-03-31,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,142500.0,142500.0,USDC,1,Direct,2022Q2
0x1f18192e52681fb3327aa20df7f3f296a06038fa5066897cbd296708d645f39d,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,2500.0,2500.0,USDC,1,Direct,2022Q2
0xf47ce69ab00a1e93449edd3f52f4cfa20be8a5f4345252643b79a3d2b4f6b38c,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,200.0,200.0,USDC,1,Direct,2022Q2
0xe267cb053d3199ef9cc6c9d3b9191d625ab32be919294f8168d5852d0d44d5fd,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,spencecoin.eth,Salaries,2500.0,2500.0,USDC,1,Direct,2022Q2
0x2f97186137c4312194332e555eb69250f97308a0bf2283e97013713c30d7379e,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,1100.0,1100.0,USDC,1,Direct,2022Q2
0x2dad9b5b069672ce5b1debd2bb26e540bd8e0781967a35cb35b60134a33a507a,2022-04-21,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,5000.0,5000.0,USDC,1,Direct,2022Q2
0x29869ccc64280a7d29fe5f8980bc2234e71aab3553dbd5590a4942db3ffe6896,2022-04-21,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,110.306907,110.306907,USDC,1,Direct,2022Q2
0x9b822de6eabf9fe5884abd6aa8bff884a572fec21fddb91790f0461b37e5a66d,2022-04-30,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,2000.0,2000.0,USDC,1,Direct,2022Q2
0x9b822de6eabf9fe5884abd6aa8bff884a572fec21fddb91790f0461b37e5a66d,2022-04-30,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,spencecoin.eth,Salaries,1000.0,1000.0,USDC,1,Direct,2022Q2
0x9b822de6eabf9fe5884abd6aa8bff884a572fec21fddb91790f0461b37e5a66d,2022-04-30,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,1000.0,1000.0,USDC,1,Direct,2022Q2
0xb75ebb2ab1eb1650ac78093b354c572a9975b487c87561ca65a06d1613732e43,2022-05-24,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,1500.0,1500.0,USDC,1,Direct,2022Q2
0x88a5543b6d402e6869eb233cb18d0d8d20c82e3c4352e0642eff444a71f834ff,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,129.38,129.38,USDC,1,Direct,2022Q2
0x88a5543b6d402e6869eb233cb18d0d8d20c82e3c4352e0642eff444a71f834ff,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x82eb45562f991329ed2867f43fc60f0ba52c3dab,validator.eth,Salaries,2055.68,2055.68,USDC,1,Direct,2022Q2
0x4eb929a26955bad7255ad0428fccf354bcdcc0a23a5c0ab6d1820200110f62c0,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,3500.0,3500.0,USDC,1,Direct,2022Q2
0x4eb929a26955bad7255ad0428fccf354bcdcc0a23a5c0ab6d1820200110f62c0,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Salaries,3000.0,3000.0,USDC,1,Direct,2022Q2
0x4eb929a26955bad7255ad0428fccf354bcdcc0a23a5c0ab6d1820200110f62c0,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d,spencecoin.eth,Salaries,1000.0,1000.0,USDC,1,Direct,2022Q2
0x4eb929a26955bad7255ad0428fccf354bcdcc0a23a5c0ab6d1820200110f62c0,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Salaries,1000.0,1000.0,USDC,1,Direct,2022Q2
0xad0a894e106c2a8b711b23dbf0ddf570d1681b537e3a28d33d6a87ce9dc876d3,2022-05-23,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x6cfc5983ee4f514dbd1049d53576b4b61777056a,0x6cfc59,Support,800.0,800.0,USDC,1,Support SG (pre-dissolve),2022Q2
0x464485d62b2872726744f8cc913b5a3350ea34db4a394cbc48dc9069bb49638a,2022-05-24,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x75cac0ceb8a39ddb4942a83ad2aafaf0c2a3e13f,alisha.eth,Support,2002.0,2002.0,USDC,1,Support SG (pre-dissolve),2022Q2
0x08919738db31785d90f37ce04d7842eaa47b94105bdb2f2faf789cb74d1874d5,2022-05-24,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0xfd1bb5a7299d0f449bd0fb386959a0449dcfd739,0xfd1bb5,Support,900.0,900.0,USDC,1,Support SG (pre-dissolve),2022Q2
0xe7a6733179a008358bb80e0fe9e450447adceb3e92d6b8d411223697b4bf498b,2022-05-24,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x6d53ed14a8f771a96e9186368d97c2cc06bec059,endlessness.eth,Support,600.0,600.0,USDC,1,Support SG (pre-dissolve),2022Q2
0x849e69b96c34ebaa2589659310cf140f1dd2b04deaafbb08de1040988847ca09,2022-05-24,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x1d5460f896521ad685ea4c3f2c679ec0b6806359,coltron.eth,Support,2200.0,2200.0,USDC,1,Support SG (pre-dissolve),2022Q2
0xa4c97fd56caa8aaf357b9b6f814c1140607df489a69dd3effd9df9b090b7e326,2022-06-02,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x6d53ed14a8f771a96e9186368d97c2cc06bec059,endlessness.eth,Support,694.0,694.0,USDC,1,Support SG (pre-dissolve),2022Q2
0xa4c97fd56caa8aaf357b9b6f814c1140607df489a69dd3effd9df9b090b7e326,2022-06-02,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x1d5460f896521ad685ea4c3f2c679ec0b6806359,coltron.eth,Support,2212.0,2212.0,USDC,1,Support SG (pre-dissolve),2022Q2
0xa4c97fd56caa8aaf357b9b6f814c1140607df489a69dd3effd9df9b090b7e326,2022-06-02,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0x6cfc5983ee4f514dbd1049d53576b4b61777056a,0x6cfc59,Support,800.0,800.0,USDC,1,Support SG (pre-dissolve),2022Q2
0xa4c97fd56caa8aaf357b9b6f814c1140607df489a69dd3effd9df9b090b7e326,2022-06-02,0x69a79128462853833e22bba1a43bcdac4725761b,Community WG,Community WG,0xfd1bb5a7299d0f449bd0fb386959a0449dcfd739,0xfd1bb5,Support,3669.0,3669.0,USDC,1,Support SG (pre-dissolve),2022Q2
0x16b022d6ca3b6542fd6ea18d8bb0cee1970a0039d5ec92a00e971bfe4569c640,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x8e8db5ccef88cca9d624701db544989c996e3216,taytems.eth,Discretionary,150.0,150.0,USDC,1,Direct,2022Q2
0x03213596384ac90e7a8744b4163ae8a4f2e86df8283ebedb33ca942b6e352309,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd73d35b5bc6aee4ccf3294ccd7d88b23d216f0e3,Discretionary,Discretionary,1200.0,1200.0,USDC,1,Direct,2022Q2
0x665e628f60e525a20d8a855aeeed7aa470b580efc66da2cfef1bf6af0e322e7a,2022-05-06,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd8ac250d3c2dc1a19ff8a58ca76b8861aca48f15,10k Club,Discretionary,150.0,3991.5,ENS,1,Direct,2022Q2
0x665e628f60e525a20d8a855aeeed7aa470b580efc66da2cfef1bf6af0e322e7a,2022-05-06,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd8ac250d3c2dc1a19ff8a58ca76b8861aca48f15,10k Club,Discretionary,0.95,2557.476,ETH,1,Direct,2022Q2
0xe6761ddfe4caa0b7b001ce04816d2695c8b519f263ee8573c72922f131bce48d,2022-04-17,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,6.0,82.39,ENS,1,Direct,2022Q2
0xe6761ddfe4caa0b7b001ce04816d2695c8b519f263ee8573c72922f131bce48d,2022-04-17,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,1350.0,1350.0,USDC,1,Direct,2022Q2
0x16733c6858e2fefe7651543b809c6ec1481750e36263e2105d4e3854e75b113a,2022-04-30,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,2.0,41.47,ENS,1,Direct,2022Q2
0x16733c6858e2fefe7651543b809c6ec1481750e36263e2105d4e3854e75b113a,2022-04-30,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,400.0,400.0,USDC,1,Direct,2022Q2
0xcb7a1feaeb39fc59ad6fe732883fe0b49f4928efefdb96f4c40e5d46466d115a,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x4bf91763cea52fe111c26e43c5936886583c5a37,estmcmxci.eth,Communications,400.0,400.0,USDC,1,Direct,2022Q2
0xcb7a1feaeb39fc59ad6fe732883fe0b49f4928efefdb96f4c40e5d46466d115a,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211,coltron.eth,Communications,149.566258,149.566258,USDC,1,Direct,2022Q2
0xcb7a1feaeb39fc59ad6fe732883fe0b49f4928efefdb96f4c40e5d46466d115a,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,400.0,400.0,USDC,1,Direct,2022Q2
0xc7544ad0df96400253dcf54e03614f92432b86b4a74d620baa3b45df77e7c124,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x4bf91763cea52fe111c26e43c5936886583c5a37,estmcmxci.eth,Communications,2.0,53.22,ENS,1,Direct,2022Q2
0xc7544ad0df96400253dcf54e03614f92432b86b4a74d620baa3b45df77e7c124,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xcef0b1bbec22edc3d07eac2f5f1053359a96a5e2,daylon.eth,Communications,4.0,106.44,ENS,1,Direct,2022Q2
0x67683a964896a6ee919e8f27d922ac575647bdcc8a0f0761bdb6d059611f1d65,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x2b98be26901e7cc74282c95be7ef73891ad109ff,maintainer.eth,Communications,180.0,180.0,USDC,1,Direct,2022Q2
0xcb7a1feaeb39fc59ad6fe732883fe0b49f4928efefdb96f4c40e5d46466d115a,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,Communications,150.0,150.0,USDC,1,Direct,2022Q2
0x917ab2025e128046b5667e4eb4ac523de1a74fc3ccc94de50f31e2ccf9b8ca78,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x1d921dff757610fbdb0073479e12c0a07d382677,vegayp.eth,Onboarding,360.0,360.0,USDC,1,Direct,2022Q2
0xd59486c14605163d0cc931135281a475d5a01e44382f3c85204dffd8dd4251f1,2022-05-01,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x1d921dff757610fbdb0073479e12c0a07d382677,vegayp.eth,Onboarding,1295.0,1295.0,USDC,1,Direct,2022Q2
0x4db304421c475c88d9be51bbda295a41ae2ee4fcee59716e903b2953f3ff5d80,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x1d921dff757610fbdb0073479e12c0a07d382677,vegayp.eth,Onboarding,180.0,180.0,USDC,1,Direct,2022Q2
0x4db304421c475c88d9be51bbda295a41ae2ee4fcee59716e903b2953f3ff5d80,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x1d921dff757610fbdb0073479e12c0a07d382677,vegayp.eth,Onboarding,470.0,470.0,USDC,1,Direct,2022Q2
0x44e792d2af514676c2b84ec6287c818b58aa9471b9516119ed7df5992fd2fb34,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa3b9e4b2c18efb1c767542e8eb9419b840881467,zadok7.eth,Docs,1500.0,1500.0,USDC,1,Direct,2022Q2
0x75d7f7f08402796fc2ea8d91e0569b69b3feef10fa6ab6f435a183713a72fac5,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa3b9e4b2c18efb1c767542e8eb9419b840881467,zadok7.eth,Docs,180.0,180.0,USDC,1,Direct,2022Q2
0x75d7f7f08402796fc2ea8d91e0569b69b3feef10fa6ab6f435a183713a72fac5,2022-05-28,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa3b9e4b2c18efb1c767542e8eb9419b840881467,zadok7.eth,Docs,330.0,330.0,USDC,1,Direct,2022Q2
0x91fc6264119014e3a1333310818cf0e145fd73b119cb12c7dda76bfb692b5cc7,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x4bf91763cea52fe111c26e43c5936886583c5a37,estmcmxci.eth,Hispanohablantes,2000.0,2000.0,USDC,1,Direct,2022Q2
0xb25b7b3e103a6b47cfca2bd5dbfe4ed9a23d0155aedd74f2966f563020266dae,2022-04-20,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0xa7860e99e3ce0752d1ac53b974e309fff80277c6,limes.eth,IRL Outreach,200.0,200.0,USDC,1,Direct,2022Q2
0x7d282108397f7bff39797e15cd5c9141cb3f9c52938b52b4e5b396ad969650b8,2022-05-14,0x9718ba71dc1284842fce66dc3e34dffc6c630074,Community WG,Community WG,0x0daee5e9e04f995a5939bb66ee9af6bf16c4c7b5,altbeast.eth,IRL Outreach,250.0,250.0,USDC,1,Direct,2022Q2
DAO Wallet,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,1.0,1.0,Plchld,Plchld,,2022Q3
Metagov,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2022Q3
Ecosystem,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2022Q3
Public Goods,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2022Q3
Community WG,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2022Q3
Providers,2022-09-30,Plchld,Plchld,Plchld,Plchld,Plchld,Plchld,0.0,0.0,Plchld,Plchld,,2022Q3
Interquarter,2022-09-30,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,10061834.596630149,98191965.69999999,ENS,1,Direct,2022Q3
Interquarter,2022-09-30,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,4091.256902770583,18888954.75940591,ETH,1,Direct,2022Q3
Interquarter,2022-09-30,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,DAO Wallet,3814581.9112899993,3814581.9112899993,USDC,1,Direct,2022Q3
0x7c5cbb7c569f50300ed015b3bcfcb304bea6a94b65767fc32eeeabc688bf8378,2022-07-16,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x690f0581ececcf8389c223170778cd9d029606f2,ENS Labs,ENS Labs,2263309.399946,2263309.399946,USDC,1,Direct,2022Q3
Interquarter,2022-09-30,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,45186.0,675608.54,ENS,1,Direct,2022Q3
Interquarter,2022-09-30,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,148.0,297462.27999999997,ETH,1,Direct,2022Q3
Interquarter,2022-09-30,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,Ecosystem,1255915.30009,1255915.30009,USDC,1,Direct,2022Q3
0xeca0a89b925bace80379b3b406ab21664262d3fb5536a3e4167c79668c097260,2022-08-14,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,1553000.0,1553000.0,USDC,1,Direct,2022Q3
0xeca0a89b925bace80379b3b406ab21664262d3fb5536a3e4167c79668c097260,2022-08-14,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,156.0,302019.12,ETH,1,Direct,2022Q3
0xeca0a89b925bace80379b3b406ab21664262d3fb5536a3e4167c79668c097260,2022-08-14,0xfe89cc7abb2c4183683ab71653c4cdc9b02d44b7,DAO Wallet,DAO Wallet,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,42500.0,617138.01,ENS,1,Direct,2022Q3
0x44e1715ccabafe202857686bd24bca9ebb7fde6ccee824e4bffa2d2e46610b3f,2022-09-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,ETHLimo,60000.0,60000.0,USDC,1,Direct,2022Q3
0x44e1715ccabafe202857686bd24bca9ebb7fde6ccee824e4bffa2d2e46610b3f,2022-09-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,ETHLimo,10.0,17193.5,ETH,1,Direct,2022Q3
0x44e1715ccabafe202857686bd24bca9ebb7fde6ccee824e4bffa2d2e46610b3f,2022-09-09,0x2686a8919df194aa7673244549e68d42c1685d03,Ecosystem,Ecosystem,0xb352bb4e2a4f27683435f153a259f1b207218b1b,ETHLimo,ETHLimo,3000.0,46174.12,ENS,1,Direct,2022Q3
0x4609422b2aad8c21236c163fa412c8ace9cd5ad046e755e2608886e604f398e7,2022-09-23,0xba0c461b22d918fb1f52fef556310230d177d1f2,Ecosystem,Ecosystem,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin Multisig,Gitcoin Grants,69420.0,69420.0,USDC,1,Gitcoin Grants SG,2022Q3
